execution_idx,application,case,version,classpath,package,stacktrace_path,fixed,fixed_version,buggy_frame,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,p_object_pool,p_model_pool_target_init,p_model_pool_non_target_init,seed_clone,seed_mutations,test_dir
11,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
12,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
13,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
14,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
15,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
16,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
17,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
18,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
19,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
20,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
21,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
22,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
23,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
24,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
25,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
26,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
27,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
28,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
29,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
30,xwiki,XWIKI-13942,8.4,becnhmark/applications/XWIKI-bins/XWIKI-8.4,xwiki,becnhmark/crashes/XWIKI/XWIKI-13942/XWIKI-13942.log,yes,8.4.4,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13942
1,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
2,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
3,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
4,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
5,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
6,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
7,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
8,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
9,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
10,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
11,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
12,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
13,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
14,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
15,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
16,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
17,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
18,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
19,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
20,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
21,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
22,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
23,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
24,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
25,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
26,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
27,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
28,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
29,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
30,xwiki,XWIKI-12667,7.2,becnhmark/applications/XWIKI-bins/XWIKI-7.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-12667/XWIKI-12667.log,yes,7.3-milestone-1,,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-12667
1,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
2,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
3,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
4,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
5,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
6,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
7,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
8,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
9,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
10,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
11,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
12,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
13,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
14,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
15,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
16,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
17,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
18,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
19,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
20,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
21,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
22,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
23,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
24,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
25,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
26,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
27,xwiki,XWIKI-13546,7.4.2,becnhmark/applications/XWIKI-bins/XWIKI-7.4.2,xwiki,becnhmark/crashes/XWIKI/XWIKI-13546/XWIKI-13546.log,yes,7.4.5,10,0.8,0.5,0,0,62328,100,0.6,0.2,0.2,0,3,JarFiles/GGA-tests/XWIKI-13546
